33,4,5,10,,,,,,,,
1,147.2603133,-42.92320639,0,0,0,300,0,0,0,0,0
2,147.2882939,-42.82735339,0,0,0,300,0,0,0,0,0
3,147.3266816,-42.87835747,0,0,0,300,0,0,0,0,0
4,147.3986599,-42.85557519,0,0,0,300,0,0,0,0,0
5,147.3522802,-42.94991283,0,0,0,300,0,0,0,0,0
6,147.2755487,-42.86106135,0,0,0,300,0,0,0,0,0
7,147.3140737,-42.91463391,0,0,0,300,0,0,0,0,0
8,147.3072162,-42.99243879,0,0,0,300,0,0,0,0,0
9,147.2768542,-42.96135849,0,0,0,300,0,0,0,0,0
10,147.2721836,-42.84216911,0,0,0,300,0,0,0,0,0
11,147.317677,-42.93639,30,0,0,0,0,0,1,1,0
12,147.338827,-42.935753,30,10,179,179,0,0,1,0,0
13,147.334402,-42.928263,30,30,182,182,0,0,1,0,0
14,147.332803,-42.926977,30,30,189,189,0,0,0,0,1
15,147.2888,-42.926363,30,20,204,204,0,0,1,0,0
16,147.284169,-42.925734,30,10,203,203,0,0,1,0,0
17,147.329517,-42.925055,30,30,185,185,0,0,0,1,0
18,147.328546,-42.92449,30,10,185,185,1,0,0,0,0
19,147.343273,-42.924195,30,20,144,144,1,0,1,0,0
20,147.344124,-42.924143,30,10,144,144,0,0,1,0,0
21,147.265141,-42.923527,30,0,0,0,0,0,1,0,0
22,147.261025,-42.922964,30,0,0,0,0,0,0,0,1
23,147.30472,-42.922406,30,10,131,131,0,0,1,0,0
24,147.259482,-42.922007,30,0,0,0,0,1,0,0,0
25,147.322769,-42.921076,30,10,155,155,1,0,0,0,0
26,147.318567,-42.920141,30,10,142,142,0,1,0,0,0
27,147.27811,-42.918874,30,20,167,167,0,1,0,0,1
28,147.293116,-42.918193,30,20,119,119,0,0,0,0,2
29,147.315051,-42.912189,30,10,145,145,0,1,0,0,0
30,147.303156,-42.912159,30,20,133,133,0,1,0,0,0
31,147.284993,-42.905119,30,20,93,93,0,1,0,0,1
32,147.30752,-42.895137,30,30,128,128,1,0,0,0,0
33,147.34,-42.94,0,0,0,300,0,0,0,0,0
